"","age","job","marital","education","default","balance","housing","loan","duration","deposit"
"24637",49,"blue-collar","divorced","secondary","no",23,"no","no",221,"no"
"24638",42,"unemployed","married","primary","no",2636,"no","no",178,"no"
"24639",40,"housemaid","married","secondary","no",1029,"yes","yes",117,"no"
"24640",46,"services","married","unknown","no",12839,"yes","no",228,"no"
"24641",50,"admin.","married","secondary","no",1241,"yes","yes",49,"no"
"24642",48,"management","married","secondary","no",-1157,"no","yes",125,"no"
"24643",34,"unemployed","single","secondary","no",0,"no","no",63,"no"
"24644",38,"admin.","married","secondary","no",0,"no","no",599,"no"
"24645",31,"self-employed","single","tertiary","no",917,"no","yes",367,"no"
"24646",43,"management","married","tertiary","no",1781,"no","no",69,"no"
"24647",51,"management","single","tertiary","no",2139,"no","no",176,"no"
"24648",34,"management","married","tertiary","no",815,"no","no",161,"no"
"24649",45,"self-employed","married","secondary","no",2278,"no","no",1735,"no"
"24650",57,"management","married","secondary","no",1502,"no","no",340,"no"
"24651",36,"management","married","tertiary","no",7,"yes","no",501,"no"
"24652",32,"services","single","unknown","no",2378,"no","no",1132,"yes"
"24653",54,"admin.","married","unknown","no",217,"no","no",110,"no"
"24654",51,"technician","married","secondary","no",856,"no","no",99,"no"
"24655",49,"technician","married","secondary","no",652,"no","no",198,"no"
"24656",46,"management","married","tertiary","no",1375,"yes","no",308,"no"
"24657",48,"admin.","married","secondary","no",2707,"no","no",212,"no"
"24658",44,"management","single","secondary","no",3684,"yes","no",35,"no"
"24659",30,"technician","single","secondary","no",426,"yes","no",127,"no"
"24660",35,"admin.","married","secondary","no",216,"yes","yes",70,"no"
"24661",50,"management","divorced","tertiary","no",299,"no","no",666,"no"
"24662",40,"blue-collar","divorced","primary","no",-78,"no","yes",330,"no"
"24663",56,"management","single","secondary","no",237,"yes","no",117,"no"
"24664",37,"admin.","married","tertiary","no",1988,"no","no",397,"no"
"24665",31,"blue-collar","married","secondary","no",1354,"yes","yes",222,"no"
"24666",39,"technician","married","secondary","no",8,"no","yes",333,"no"
"24667",50,"admin.","divorced","tertiary","no",66,"yes","no",77,"no"
"24668",45,"entrepreneur","married","tertiary","no",1503,"no","no",212,"no"
"24669",40,"admin.","married","secondary","no",1565,"yes","yes",288,"no"
"24670",43,"management","married","tertiary","no",68,"yes","no",31,"no"
"24671",52,"technician","divorced","secondary","no",0,"no","no",215,"no"
"24672",41,"management","married","secondary","no",3018,"yes","no",536,"no"
"24673",43,"services","divorced","secondary","no",1043,"yes","no",57,"no"
"24674",34,"self-employed","single","tertiary","no",876,"yes","no",145,"no"
"24675",35,"admin.","divorced","secondary","no",0,"yes","yes",86,"no"
"24676",42,"services","married","secondary","no",1027,"yes","no",188,"no"
"24677",44,"management","married","tertiary","no",724,"yes","no",157,"no"
"24678",38,"unemployed","single","tertiary","no",324,"yes","no",167,"no"
"24679",56,"admin.","divorced","secondary","no",3337,"yes","no",99,"no"
"24680",54,"technician","married","unknown","no",1162,"no","no",37,"no"
"24681",42,"blue-collar","married","unknown","no",452,"yes","no",359,"no"
"24682",51,"technician","married","secondary","no",614,"no","no",85,"no"
"24683",41,"admin.","married","secondary","no",0,"yes","no",595,"no"
"24684",44,"blue-collar","married","secondary","no",0,"yes","no",139,"no"
"24685",36,"blue-collar","married","secondary","no",0,"yes","no",273,"no"
"24686",43,"management","married","tertiary","no",430,"no","no",44,"no"
"24687",40,"unemployed","married","secondary","no",219,"yes","no",204,"no"
"24688",53,"management","divorced","tertiary","no",627,"yes","no",102,"no"
"24689",54,"admin.","married","secondary","no",2935,"yes","yes",137,"no"
"24690",58,"management","married","tertiary","no",1101,"no","no",99,"no"
"24691",41,"management","single","secondary","no",1286,"yes","no",661,"no"
"24692",48,"technician","married","unknown","no",2106,"yes","no",499,"no"
"24693",53,"technician","divorced","secondary","no",453,"no","no",148,"no"
"24694",48,"technician","married","tertiary","no",1036,"yes","yes",71,"no"
"24695",40,"unemployed","married","secondary","no",1077,"yes","yes",148,"no"
"24696",35,"technician","divorced","tertiary","no",825,"yes","no",273,"no"
"24697",43,"management","married","tertiary","no",2767,"yes","no",374,"no"
"24698",40,"technician","married","secondary","no",1269,"yes","no",353,"no"
"24699",56,"services","married","secondary","no",1150,"no","yes",107,"no"
"24700",37,"technician","married","secondary","no",5115,"yes","no",1210,"yes"
"24701",38,"services","married","secondary","no",18,"yes","yes",118,"no"
"24702",56,"management","single","tertiary","no",1092,"yes","yes",176,"no"
"24703",37,"management","married","secondary","no",121,"no","yes",211,"no"
"24704",58,"blue-collar","divorced","secondary","no",644,"no","yes",220,"no"
"24705",38,"services","married","primary","no",0,"yes","no",960,"no"
"24706",55,"housemaid","single","secondary","no",1606,"no","no",762,"no"
"24707",43,"management","single","secondary","no",469,"yes","no",181,"no"
"24708",38,"management","married","tertiary","no",1680,"yes","no",414,"no"
"24709",51,"services","divorced","secondary","no",12,"yes","no",150,"no"
"24710",45,"entrepreneur","married","secondary","no",781,"no","yes",652,"yes"
"24711",40,"management","single","secondary","no",10378,"yes","no",523,"no"
"24712",34,"blue-collar","married","secondary","no",0,"yes","no",301,"no"
"24713",54,"retired","married","secondary","no",1826,"yes","no",264,"no"
"24714",36,"management","married","tertiary","no",6153,"no","no",240,"no"
"24715",50,"technician","married","secondary","no",0,"yes","no",114,"no"
"24716",46,"self-employed","married","tertiary","no",0,"yes","yes",258,"no"
"24717",42,"technician","married","secondary","no",525,"no","no",172,"no"
"24718",41,"admin.","married","primary","no",611,"no","yes",487,"no"
"24719",46,"admin.","married","secondary","no",4958,"yes","no",64,"no"
"24720",56,"self-employed","divorced","primary","no",97,"no","yes",215,"no"
"24721",43,"blue-collar","married","primary","no",197,"yes","no",48,"no"
"24722",44,"technician","divorced","secondary","no",106,"yes","no",17,"no"
"24723",40,"blue-collar","single","secondary","no",406,"no","no",205,"no"
"24724",35,"services","divorced","secondary","no",204,"yes","no",295,"no"
"24725",58,"services","married","secondary","no",2479,"yes","no",292,"no"
"24726",49,"technician","single","secondary","no",-188,"yes","yes",454,"yes"
"24727",48,"technician","married","secondary","no",42,"yes","yes",92,"no"
"24728",35,"management","married","tertiary","no",1485,"yes","no",104,"no"
"24729",48,"technician","divorced","secondary","no",0,"no","yes",318,"no"
"24730",40,"blue-collar","married","secondary","no",755,"no","no",408,"no"
"24731",42,"management","married","tertiary","no",981,"yes","no",276,"no"
"24732",55,"self-employed","married","tertiary","no",0,"no","no",252,"no"
"24733",35,"self-employed","single","secondary","no",690,"yes","no",1012,"no"
"24734",44,"housemaid","divorced","secondary","no",653,"no","no",475,"no"
"24735",40,"management","married","tertiary","no",1777,"yes","no",81,"no"
"24736",50,"technician","married","secondary","no",0,"yes","yes",126,"no"
"24737",35,"self-employed","married","secondary","no",3329,"no","no",166,"no"
"24738",43,"technician","married","tertiary","no",1201,"yes","yes",82,"no"
"24739",31,"blue-collar","single","tertiary","no",761,"no","no",514,"yes"
"24740",40,"self-employed","married","tertiary","no",3059,"yes","yes",41,"no"
"24741",53,"technician","married","secondary","no",530,"no","no",244,"no"
"24742",56,"management","married","secondary","no",0,"no","no",189,"no"
"24743",34,"blue-collar","married","primary","no",7673,"yes","no",143,"no"
"24744",32,"services","single","secondary","no",148,"yes","no",150,"no"
"24745",49,"technician","married","unknown","no",323,"yes","no",41,"no"
"24746",33,"technician","divorced","secondary","no",751,"yes","no",237,"no"
"24747",54,"technician","divorced","secondary","no",2868,"no","no",42,"no"
"24748",46,"blue-collar","married","tertiary","yes",-388,"no","no",295,"no"
"24749",44,"entrepreneur","single","tertiary","no",1240,"yes","no",88,"no"
"24750",57,"self-employed","married","tertiary","no",894,"yes","no",79,"no"
"24751",59,"self-employed","married","secondary","no",201,"no","no",117,"no"
"24752",45,"technician","married","secondary","no",2269,"yes","no",233,"no"
"24753",36,"housemaid","married","primary","no",4324,"yes","no",139,"no"
"24754",44,"management","married","tertiary","no",756,"yes","no",65,"no"
"24755",49,"blue-collar","married","secondary","no",2039,"yes","no",283,"no"
"24756",43,"entrepreneur","married","tertiary","no",13342,"yes","no",465,"no"
"24757",37,"blue-collar","married","secondary","no",723,"yes","no",119,"no"
"24758",36,"self-employed","single","secondary","no",15,"no","no",186,"no"
"24759",37,"technician","married","secondary","no",195,"yes","no",68,"no"
"24760",42,"blue-collar","married","secondary","no",879,"yes","no",140,"no"
"24761",41,"technician","married","secondary","no",3275,"yes","no",121,"no"
"24762",42,"entrepreneur","married","tertiary","no",2249,"yes","no",228,"no"
"24763",34,"technician","married","tertiary","no",7717,"yes","no",386,"no"
"24764",59,"blue-collar","married","primary","no",162,"no","no",140,"no"
"24765",55,"services","married","tertiary","no",606,"no","yes",114,"no"
"24766",53,"technician","married","secondary","no",137,"no","yes",52,"no"
"24767",34,"management","single","tertiary","no",26575,"no","no",93,"no"
"24768",34,"services","married","secondary","no",135,"yes","no",109,"no"
"24769",37,"self-employed","single","secondary","no",133,"yes","no",207,"no"
"24770",54,"technician","divorced","tertiary","no",2133,"no","no",176,"no"
"24771",34,"blue-collar","married","secondary","no",2305,"yes","no",301,"no"
"24772",31,"admin.","single","secondary","no",19,"yes","no",1978,"yes"
"24773",57,"management","married","tertiary","no",2101,"no","no",101,"no"
"24774",35,"management","married","tertiary","no",1613,"yes","no",95,"no"
"24775",51,"housemaid","divorced","secondary","no",-76,"yes","no",91,"no"
"24776",48,"management","married","tertiary","no",1741,"yes","yes",40,"no"
"24777",44,"technician","married","secondary","no",10888,"yes","no",67,"no"
"24778",34,"management","married","tertiary","no",417,"yes","no",138,"no"
"24779",44,"management","married","tertiary","no",0,"yes","yes",54,"no"
"24780",41,"admin.","married","secondary","no",4320,"yes","no",164,"no"
"24781",35,"management","married","tertiary","no",618,"yes","no",116,"no"
"24782",34,"management","married","tertiary","no",65,"yes","no",544,"no"
"24783",35,"technician","married","secondary","no",4508,"yes","no",854,"yes"
"24784",56,"self-employed","divorced","secondary","no",0,"no","no",348,"no"
"24785",39,"blue-collar","married","secondary","no",263,"yes","no",365,"no"
"24786",33,"management","divorced","tertiary","yes",280,"no","yes",155,"no"
"24787",41,"blue-collar","married","primary","no",1461,"yes","no",290,"no"
"24788",45,"technician","single","unknown","no",7108,"yes","yes",53,"no"
"24789",53,"entrepreneur","married","unknown","no",2496,"no","yes",94,"no"
"24790",33,"technician","married","secondary","no",256,"yes","no",76,"no"
"24791",30,"services","married","secondary","no",33,"no","no",36,"no"
"24792",38,"technician","single","tertiary","no",1674,"no","no",333,"no"
"24793",44,"entrepreneur","divorced","tertiary","no",316,"yes","no",244,"no"
"24794",34,"management","married","tertiary","no",0,"yes","no",244,"no"
"24795",36,"management","single","tertiary","no",13,"no","yes",106,"no"
"24796",48,"management","married","secondary","no",4415,"yes","no",271,"no"
"24797",33,"blue-collar","married","secondary","no",24,"yes","no",184,"no"
"24798",31,"management","married","tertiary","no",2,"yes","no",224,"no"
"24799",44,"technician","married","secondary","no",2126,"no","yes",166,"no"
"24800",47,"unemployed","single","secondary","no",4819,"no","no",144,"no"
"24801",41,"technician","married","secondary","no",112,"yes","no",55,"no"
"24802",58,"management","married","tertiary","no",9339,"yes","no",52,"no"
"24803",56,"technician","married","secondary","no",589,"yes","no",208,"no"
"24804",32,"admin.","single","tertiary","no",170,"no","no",74,"no"
"24805",34,"blue-collar","married","secondary","no",559,"yes","no",47,"no"
"24806",40,"admin.","single","secondary","no",0,"yes","no",341,"no"
"24807",54,"management","married","secondary","no",2203,"yes","no",151,"no"
"24808",48,"entrepreneur","married","secondary","no",104,"yes","yes",55,"no"
"24809",33,"admin.","married","tertiary","no",1636,"yes","yes",62,"no"
"24810",35,"technician","single","tertiary","no",172,"yes","yes",52,"no"
"24811",51,"admin.","divorced","secondary","no",390,"no","no",368,"no"
"24812",41,"technician","married","secondary","no",476,"yes","yes",132,"no"
"24813",41,"entrepreneur","married","secondary","no",2105,"yes","no",134,"no"
"24814",47,"technician","married","secondary","no",93,"no","yes",194,"no"
"24815",48,"self-employed","married","tertiary","no",16,"yes","yes",214,"no"
"24816",45,"technician","married","secondary","no",3944,"yes","no",141,"no"
"24817",55,"management","married","tertiary","no",4982,"yes","no",51,"no"
"24818",35,"technician","married","secondary","no",14,"yes","no",23,"no"
"24819",32,"admin.","married","tertiary","no",2831,"yes","no",278,"no"
"24820",50,"management","married","secondary","no",2717,"yes","no",188,"no"
"24821",59,"management","married","tertiary","no",63,"no","no",89,"no"
"24822",48,"technician","married","secondary","no",6376,"yes","no",56,"no"
"24823",33,"entrepreneur","married","tertiary","no",196,"yes","no",58,"no"
"24824",38,"entrepreneur","divorced","secondary","no",36,"no","no",84,"no"
"24825",54,"technician","married","secondary","no",13,"yes","no",145,"no"
"24826",39,"admin.","single","tertiary","no",283,"yes","no",346,"no"
"24827",36,"technician","married","secondary","no",154,"yes","no",231,"no"
"24828",49,"management","married","tertiary","no",470,"no","no",79,"no"
"24829",41,"management","married","tertiary","no",1199,"yes","no",286,"no"
"24830",51,"entrepreneur","married","tertiary","yes",4,"yes","no",80,"no"
