"","median_house_value","longitude","latitude","housing_median_age","population","households","median_income","ocean_proximity","room.per.household","bedroom.per.room","household.size","id"
"11385",304500,-117.96,33.71,19,782,228,4.5962,"<1H OCEAN",7.12280701754386,0.136083743842365,3.42982456140351,11408
"11386",306500,-117.95,33.71,20,1242,408,6.1092,"<1H OCEAN",6.81617647058824,0.146350233728875,3.04411764705882,11409
"11387",276500,-117.94,33.71,18,1779,572,5.9449,"<1H OCEAN",6.45979020979021,0.162922868741543,3.11013986013986,11410
"11388",158800,-117.93,33.71,10,1581,633,4.1366,"<1H OCEAN",4.38388625592417,0.258378378378378,2.49763033175355,11411
"11389",284500,-117.94,33.7,18,2471,716,6.1181,"<1H OCEAN",6.74162011173184,0.148746633519785,3.45111731843575,11412
"11390",284600,-117.95,33.69,24,1954,597,6.9261,"<1H OCEAN",7.15075376884422,0.14476458186929,3.27303182579564,11413
"11403",229400,-117.99,33.7,25,1063,369,4.0345,"<1H OCEAN",5.46612466124661,0.176995537927615,2.88075880758808,11426
"11404",239200,-117.98,33.7,17,952,341,4.4148,"<1H OCEAN",5.85630498533724,0.170255383074612,2.79178885630499,11427
"11405",213000,-117.99,33.69,17,1715,666,3.7479,"<1H OCEAN",5.08408408408408,0.215298287064383,2.57507507507508,11428
"11410",333300,-117.96,33.66,19,2302,729,7.5699,"<1H OCEAN",8.12757201646091,0.125569620253165,3.15775034293553,11433
"11411",350600,-117.96,33.65,23,1826,555,7.0151,"<1H OCEAN",9.69189189189189,0.127161182375906,3.29009009009009,11434
"11412",339300,-117.97,33.65,26,988,346,5.3674,"<1H OCEAN",6.8757225433526,0.141235813366961,2.85549132947977,11435
"11414",289800,-117.96,33.65,24,1943,712,5.7395,"<1H OCEAN",6.26685393258427,0.154415060510982,2.72893258426966,11437
"11415",343300,-117.96,33.65,21,910,311,7.8453,"<1H OCEAN",6.52733118971061,0.156650246305419,2.92604501607717,11438
"11416",363100,-117.96,33.65,18,1549,756,4.0229,"<1H OCEAN",4.76587301587302,0.243963363863447,2.0489417989418,11439
"11420",240400,-117.98,33.72,24,1738,546,6.0494,"<1H OCEAN",5.17582417582418,0.193559801840057,3.18315018315018,11443
"11421",243100,-117.98,33.72,28,1891,562,5.2655,"<1H OCEAN",5.53202846975089,0.180443872627855,3.36476868327402,11444
"11422",264700,-117.98,33.67,7,2493,1101,5.8252,"<1H OCEAN",5.14441416893733,0.207274011299435,2.26430517711172,11445
"11423",279400,-117.98,33.66,26,1615,542,6.1624,"<1H OCEAN",6.50738007380074,0.155089311029203,2.97970479704797,11446
"11425",180300,-117.97,33.66,14,1974,1248,2.8061,"<1H OCEAN",4.87980769230769,0.219704433497537,1.58173076923077,11448
"11426",369100,-117.98,33.68,14,1542,472,7.3982,"<1H OCEAN",7.19491525423729,0.140459363957597,3.26694915254237,11449
"11427",281900,-117.98,33.68,24,1704,606,6.2473,"<1H OCEAN",6.89273927392739,0.149263672807739,2.81188118811881,11450
"11428",332900,-117.98,33.68,17,1265,382,6.8039,"<1H OCEAN",6.81413612565445,0.14329619669612,3.31151832460733,11451
"11429",390800,-117.97,33.68,16,2221,623,7.3731,"<1H OCEAN",7.23595505617978,0.13265306122449,3.56500802568218,11452
"11430",232100,-117.97,33.68,26,700,241,5.5105,"<1H OCEAN",6.70539419087137,0.180693069306931,2.9045643153527,11453
"11431",447700,-118.01,33.67,13,1125,490,5.888,"NEAR OCEAN",5.92244897959184,0.184700206753963,2.29591836734694,11454
"11432",397600,-118.01,33.67,16,1644,774,5.041,"NEAR OCEAN",4.6266149870801,0.217816252443452,2.12403100775194,11455
"11433",429200,-118.01,33.66,19,1949,910,4.355,"NEAR OCEAN",5.00989010989011,0.229216933538057,2.14175824175824,11456
"11438",234600,-117.99,33.67,15,1729,633,4.2165,"<1H OCEAN",4.96208530805687,0.2113976440624,2.73143759873618,11461
"11439",216700,-117.99,33.68,14,2272,769,3.4899,"<1H OCEAN",4.29778933680104,0.25446293494705,2.95448634590377,11462
"11441",350000,-117.99,33.67,12,1122,488,4.0385,"<1H OCEAN",4.5655737704918,0.214991023339318,2.29918032786885,11464
"11445",268800,-117.99,33.66,14,951,575,3.0625,"<1H OCEAN",5.48695652173913,0.206973058637084,1.65391304347826,11468
"11447",477700,-118.05,33.65,5,2427,867,10.1154,"NEAR OCEAN",8.09342560553633,0.13324782670657,2.79930795847751,11470
"11449",387800,-118,33.67,34,1521,632,4.8125,"<1H OCEAN",5.87341772151899,0.1796875,2.40664556962025,11472
"11450",279700,-118,33.71,19,2422,971,4.0121,"<1H OCEAN",4.95159629248198,0.214018302828619,2.49433573635427,11473
"11451",237500,-117.99,33.71,18,3031,577,2.7614,"<1H OCEAN",3.45580589254766,0.289869608826479,5.25303292894281,11474
"11454",285700,-118.02,33.7,23,2473,769,6.3047,"<1H OCEAN",6.59167750325097,0.151903728546064,3.21586475942783,11477
"11455",267800,-118.02,33.72,22,4404,1594,4.4453,"<1H OCEAN",5.54830614805521,0.192899140660335,2.76286072772898,11478
"11456",302500,-118.01,33.73,23,1766,589,6.7418,"<1H OCEAN",6.95246179966044,0.141147741147741,2.99830220713073,11479
"11457",336900,-118.02,33.73,24,2743,1057,5.1384,"<1H OCEAN",6.04824976348155,0.178476458626623,2.59508041627247,11480
"11458",261000,-118.03,33.72,24,2465,946,5.163,"<1H OCEAN",5.5,0.183932346723044,2.60570824524313,11481
"11460",250900,-117.99,33.73,24,1181,414,3.8365,"<1H OCEAN",5.08212560386473,0.200095057034221,2.85265700483092,11483
"11462",220800,-117.99,33.73,20,1770,817,3.1912,"<1H OCEAN",3.89473684210526,0.277812696417348,2.16646266829865,11485
"11464",134800,-117.99,33.72,17,1473,535,4.2875,"<1H OCEAN",5.23551401869159,0.231702963227419,2.75327102803738,11487
"11466",295600,-118.01,33.71,18,3079,1248,4.7515,"<1H OCEAN",5.26041666666667,0.206702208682407,2.46714743589744,11489
"11467",302700,-118.01,33.7,24,1741,588,7.248,"<1H OCEAN",6.5578231292517,0.14704356846473,2.9608843537415,11490
"11468",500001,-118.01,33.69,3,337,123,11.5199,"<1H OCEAN",7.68292682926829,0.121693121693122,2.73983739837398,11491
"11472",287800,-118.02,33.71,24,1184,435,5.8623,"<1H OCEAN",5.97241379310345,0.170515781370285,2.72183908045977,11495
"11474",271400,-118.03,33.71,26,738,235,6,"<1H OCEAN",6.31063829787234,0.169251517194875,3.14042553191489,11497
"11475",437900,-118.07,33.67,13,2429,718,9.5268,"NEAR OCEAN",7.13927576601671,0.138704642996488,3.38300835654596,11498
"11476",169400,-118.04,33.72,14,2222,963,4.7821,"<1H OCEAN",4.66666666666667,0.233199821984869,2.3073727933541,11499
"11477",188900,-118.05,33.72,14,1192,656,4.1862,"<1H OCEAN",4.07469512195122,0.257014590347924,1.81707317073171,11500
"11478",182500,-118.04,33.72,15,942,477,4.0238,"<1H OCEAN",3.84905660377358,0.266884531590414,1.9748427672956,11501
"11483",346400,-118.11,33.75,15,785,477,5.4011,"NEAR OCEAN",5.38574423480084,0.316076294277929,1.64570230607966,11506
"11484",500001,-118.11,33.74,43,565,309,4.8482,"NEAR OCEAN",3.9546925566343,0.247954173486088,1.82847896440129,11507
"11485",422200,-118.09,33.74,44,871,367,4.6369,"NEAR OCEAN",4.55313351498638,0.233393177737882,2.3732970027248,11508
"11487",495500,-118.1,33.74,33,872,465,4.537,"NEAR OCEAN",4.55698924731183,0.247286455875413,1.8752688172043,11510
"11488",457100,-118.1,33.74,31,563,310,4.6528,"NEAR OCEAN",4.2258064516129,0.261068702290076,1.81612903225806,11511
"11491",485000,-118.07,33.72,24,513,254,4.9044,"NEAR OCEAN",4.88188976377953,0.238709677419355,2.01968503937008,11514
"11492",500001,-118.07,33.72,32,369,209,5.1824,"NEAR OCEAN",5.64114832535885,0.212044105173876,1.76555023923445,11515
"11495",461600,-118.05,33.71,25,1424,547,8.8281,"NEAR OCEAN",7.58683729433272,0.137349397590361,2.60329067641682,11518
"11497",401700,-118.07,33.73,13,643,303,9.8346,"NEAR OCEAN",6.01320132013201,0.17178924259056,2.12211221122112,11520
"11498",500001,-118.06,33.72,14,964,319,15.0001,"NEAR OCEAN",8.35423197492163,0.124202626641651,3.02194357366771,11521
"11500",340700,-118.08,33.72,14,696,367,7.1673,"NEAR OCEAN",5.50681198910082,0.195942602671945,1.89645776566757,11523
"11501",266100,-118.05,33.73,25,1301,467,5.0699,"<1H OCEAN",5.29336188436831,0.182038834951456,2.78586723768737,11524
"11502",226100,-118.05,33.72,17,900,406,5.2589,"<1H OCEAN",4.61822660098522,0.251733333333333,2.21674876847291,11525
"11503",174500,-118.05,33.72,22,2260,1184,3.8038,"<1H OCEAN",4.57432432432432,0.234675036927622,1.90878378378378,11526
"11505",87500,-118.08,33.77,26,971,544,2.1944,"<1H OCEAN",4.52389705882353,0.228362454286875,1.78492647058824,11528
"11506",67500,-118.08,33.77,26,664,510,2.2708,"<1H OCEAN",3.94705882352941,0.273720814704421,1.30196078431373,11529
"11507",68500,-118.08,33.77,26,960,723,1.9074,"<1H OCEAN",4.26417704011065,0.261433668504703,1.32780082987552,11530
"11509",58500,-118.09,33.76,26,533,414,1.808,"<1H OCEAN",3.92512077294686,0.270769230769231,1.28743961352657,11532
"11510",61300,-118.09,33.77,26,1829,1393,1.7675,"<1H OCEAN",3.84709260588658,0.281395782795298,1.31299353912419,11533
"11512",46700,-118.08,33.76,26,366,313,1.2813,"<1H OCEAN",3.18210862619808,0.365461847389558,1.16932907348243,11535
"11513",71300,-118.08,33.76,27,193,155,2.0952,"<1H OCEAN",3.41290322580645,0.300567107750473,1.24516129032258,11536
"11514",67500,-118.09,33.77,27,847,627,1.7208,"<1H OCEAN",3.66985645933014,0.278139939156888,1.35087719298246,11537
"11515",176000,-118,33.76,26,1499,436,2.925,"<1H OCEAN",4.30275229357798,0.242537313432836,3.43807339449541,11538
"11516",186000,-118.01,33.75,30,2269,652,4.525,"<1H OCEAN",5.1840490797546,0.213609467455621,3.48006134969325,11539
"11520",231200,-118.02,33.75,26,1596,475,5.7157,"<1H OCEAN",6.29263157894737,0.160254265640683,3.36,11543
"11521",221900,-118.03,33.76,25,2503,790,5.742,"<1H OCEAN",5.88607594936709,0.18258064516129,3.16835443037975,11544
"11522",338800,-118.04,33.76,16,878,297,7.0879,"<1H OCEAN",6.96969696969697,0.127053140096618,2.95622895622896,11545
"11524",235800,-118.04,33.74,26,1274,441,5.3559,"<1H OCEAN",5.74149659863946,0.166271721958926,2.88888888888889,11547
"11525",248200,-118.02,33.74,26,1961,595,6.128,"<1H OCEAN",6.45714285714286,0.158511192087454,3.29579831932773,11548
"11528",180000,-117.98,33.75,24,2670,772,3.8158,"<1H OCEAN",5.00647668393782,0.207503234152652,3.45854922279793,11551
"11530",184400,-117.99,33.75,30,1314,418,3.0909,"<1H OCEAN",4.44736842105263,0.248520710059172,3.14354066985646,11553
"11531",207500,-117.98,33.74,29,2257,620,4.7404,"<1H OCEAN",5.55322580645161,0.184432181237293,3.64032258064516,11554
"11533",304700,-117.98,33.74,16,2341,825,4.4261,"<1H OCEAN",5.61939393939394,0.195858498705781,2.83757575757576,11556
"11535",284900,-117.98,33.73,22,2408,660,6.6539,"<1H OCEAN",6.41212121212121,0.147448015122873,3.64848484848485,11558
"11536",202400,-117.99,33.77,29,922,255,3.1902,"<1H OCEAN",5.14509803921569,0.203506097560976,3.6156862745098,11559
"11539",177700,-117.99,33.76,17,1468,699,1.9439,"<1H OCEAN",3.64091559370529,0.28958742632613,2.10014306151645,11562
"11540",191800,-117.99,33.75,22,2357,743,3.3125,"<1H OCEAN",4.0699865410498,0.249338624338624,3.17227456258412,11563
"11541",150000,-117.98,33.76,23,1988,474,2.1375,"<1H OCEAN",3.27637130801688,0.33354797166774,4.19409282700422,11564
"11542",192500,-117.98,33.76,24,967,418,4.4545,"<1H OCEAN",4.49760765550239,0.215425531914894,2.3133971291866,11565
"11543",210600,-117.98,33.75,27,1537,426,5.1345,"<1H OCEAN",5.5,0.177123346137431,3.60798122065728,11566
"11547",204100,-118.01,33.77,33,890,264,5.422,"<1H OCEAN",5.25378787878788,0.171593366979092,3.37121212121212,11570
"11548",217500,-118.01,33.77,32,995,272,5.8362,"<1H OCEAN",6.51102941176471,0.167137210615471,3.65808823529412,11571
"11552",194200,-118,33.76,29,1426,502,3.0263,"<1H OCEAN",3.94820717131474,0.253784056508577,2.8406374501992,11575
"11553",211700,-118,33.77,28,1155,456,3.5139,"<1H OCEAN",5.26535087719298,0.209496043315285,2.53289473684211,11576
"11554",179200,-118,33.76,14,982,307,2.9083,"<1H OCEAN",3.64820846905537,0.284821428571429,3.19869706840391,11577
"11555",208800,-118,33.76,12,1047,334,3.0625,"<1H OCEAN",3.74251497005988,0.2648,3.13473053892216,11578
"11556",221200,-118.03,33.77,21,1511,829,3,"<1H OCEAN",4.58745476477684,0.236129371548777,1.8226779252111,11579
"11557",181300,-118.02,33.77,7,232,107,5.2077,"<1H OCEAN",5.47663551401869,0.201365187713311,2.16822429906542,11580
"11558",218900,-118.03,33.77,27,880,294,5.635,"<1H OCEAN",6.80272108843537,0.155,2.99319727891156,11581
"11560",223500,-118.03,33.76,32,1370,481,5.0866,"<1H OCEAN",6.1954261954262,0.165771812080537,2.84823284823285,11583
"11562",237600,-118.03,33.79,26,2932,896,5.8914,"<1H OCEAN",5.93861607142857,0.167073858297313,3.27232142857143,11585
"11563",216600,-118.03,33.79,32,1718,611,4.1548,"<1H OCEAN",5.22258592471358,0.198683798182388,2.81178396072013,11586
"11564",223200,-118.01,33.79,30,1277,395,5.4372,"<1H OCEAN",6.22784810126582,0.163821138211382,3.23291139240506,11587
"11565",228900,-118.02,33.78,28,1754,554,5.5446,"<1H OCEAN",6.09205776173285,0.16562962962963,3.16606498194946,11588
"11567",257500,-118.03,33.78,26,836,298,5.1061,"<1H OCEAN",6.71476510067114,0.150924537731134,2.80536912751678,11590
"11568",233100,-118.01,33.78,26,1166,373,6,"<1H OCEAN",6.28150134048257,0.160904822876654,3.12600536193029,11591
"11572",369400,-118.08,33.8,29,1457,591,6.0553,"<1H OCEAN",6.21827411167513,0.166802721088435,2.46531302876481,11595
"11573",384500,-118.07,33.8,34,1311,503,7.1221,"<1H OCEAN",6.93041749502982,0.145438898450947,2.60636182902585,11596
"11574",376200,-118.08,33.79,34,1127,396,7.6144,"<1H OCEAN",7.17171717171717,0.139084507042254,2.8459595959596,11597
"11578",372000,-118.08,33.78,34,1051,346,5.5767,"<1H OCEAN",6.60982658959538,0.15172715347617,3.03757225433526,11601
"11582",258000,-118.01,33.79,23,1499,403,5.7837,"<1H OCEAN",6.60794044665012,0.161472024033045,3.71960297766749,11605
"11583",193800,-118.02,33.8,24,32,8,5.875,"<1H OCEAN",10.5,0.166666666666667,4,11606
"11585",219500,-118.01,33.8,16,1488,650,5.32,"<1H OCEAN",6.18615384615385,0.174334742601343,2.28923076923077,11608
"11586",390900,-118.05,33.78,18,1272,454,8.7015,"<1H OCEAN",7.51982378854626,0.127123608670182,2.80176211453744,11609
"11587",353500,-118.05,33.78,25,1098,401,6,"<1H OCEAN",7.76059850374065,0.139781491002571,2.73815461346633,11610
"11588",359100,-118.05,33.78,25,937,326,6.6264,"<1H OCEAN",7.22699386503067,0.140067911714771,2.87423312883436,11611
"11589",355600,-118.06,33.78,22,1637,541,7.3463,"<1H OCEAN",7.48243992606285,0.138833992094862,3.02587800369686,11612
"11590",245100,-118.04,33.8,33,1359,476,5.0261,"<1H OCEAN",5.64075630252101,0.173556797020484,2.85504201680672,11613
"11593",212500,-118.06,33.8,22,1015,404,4.1379,"<1H OCEAN",4.68316831683168,0.233615221987315,2.51237623762376,11616
"11594",195300,-118.06,33.8,20,937,304,3.6217,"<1H OCEAN",4.53618421052632,0.241479332849891,3.08223684210526,11617
"11597",256000,-118.04,33.84,21,3193,1129,4.5395,"<1H OCEAN",5.86625332152347,0.181790729276763,2.8281665190434,11620
"11598",329700,-118.05,33.84,21,2295,654,6.983,"<1H OCEAN",7.47706422018349,0.133537832310838,3.50917431192661,11621
"11599",320700,-118.04,33.83,19,2318,748,4.6681,"<1H OCEAN",6.05080213903743,0.18338488731772,3.09893048128342,11622
"11600",273900,-118.04,33.82,26,2072,648,5.844,"<1H OCEAN",6.33487654320988,0.155176613885505,3.19753086419753,11623
"11602",159600,-118.05,33.82,25,732,265,5.123,"<1H OCEAN",5.84150943396226,0.180232558139535,2.7622641509434,11625
"11604",263000,-118.06,33.81,25,1839,544,5.4216,"<1H OCEAN",6.42830882352941,0.146697169002002,3.38051470588235,11627
"11607",237500,-118.08,33.81,21,577,264,3.3155,"<1H OCEAN",4.50378787878788,0.236333052985702,2.18560606060606,11630
"11608",244400,-118.03,33.82,17,770,310,5.6093,"<1H OCEAN",5.97096774193548,0.186925985953539,2.48387096774194,11631
"11609",245300,-118.03,33.82,17,1077,457,3.6815,"<1H OCEAN",4.76586433260394,0.21900826446281,2.35667396061269,11632
"11610",318500,-118.03,33.82,20,1275,472,6.0162,"<1H OCEAN",5.63983050847458,0.174305033809166,2.70127118644068,11633
"11611",258300,-118.02,33.82,19,1286,431,4.7466,"<1H OCEAN",5.76566125290023,0.175855130784708,2.98375870069606,11634
"11613",198400,-118.03,33.83,34,2072,691,4.225,"<1H OCEAN",4.63531114327062,0.203871370590072,2.99855282199711,11636
"11614",229600,-118.03,33.83,25,1668,509,4.625,"<1H OCEAN",5.95284872298625,0.175577557755776,3.2770137524558,11637
"11615",132800,-118.03,33.83,25,529,184,3.175,"<1H OCEAN",4.17391304347826,0.25390625,2.875,11638
"11616",226400,-118.06,33.83,22,2812,1021,4.53,"<1H OCEAN",5.18119490695397,0.199243856332703,2.75416258570029,11639
"11617",286700,-118.05,33.83,24,2286,665,5.7018,"<1H OCEAN",6.49022556390977,0.157089898053753,3.43759398496241,11640
"11618",343900,-118.06,33.83,21,1897,670,4.88,"<1H OCEAN",5.88208955223881,0.166201471707688,2.83134328358209,11641
"11619",386700,-118.05,33.82,21,1323,372,8.6123,"<1H OCEAN",8.05645161290323,0.124124124124124,3.55645161290323,11642
"11622",241000,-118.04,33.81,22,2204,643,5.8527,"<1H OCEAN",6.3094867807154,0.153808232684249,3.42768273716952,11645
"11624",234600,-118.05,33.81,26,1377,450,5.2542,"<1H OCEAN",5.60666666666667,0.173206500198177,3.06,11647
"11627",279200,-118.04,33.85,24,1162,355,5.6094,"<1H OCEAN",6.29014084507042,0.155396327810121,3.27323943661972,11650
"11631",344400,-118.03,33.85,16,1347,389,3.8426,"<1H OCEAN",4.70694087403599,0.212998361551065,3.46272493573265,11654
"11633",215600,-118.01,33.84,29,1724,638,3.9628,"<1H OCEAN",5.86206896551724,0.18475935828877,2.70219435736677,11656
"11634",196000,-118.03,33.84,28,2328,830,4.0156,"<1H OCEAN",4.64698795180723,0.22219341457091,2.80481927710843,11657
"11635",217600,-118.02,33.83,26,2257,821,3.1497,"<1H OCEAN",4.40438489646772,0.246681415929204,2.74908647990256,11658
"11636",204500,-118.02,33.82,21,1173,432,3.7885,"<1H OCEAN",4.75,0.222222222222222,2.71527777777778,11659
"11638",190100,-118.01,33.81,18,3032,1065,4.4583,"<1H OCEAN",4.91830985915493,0.206758304696449,2.84694835680751,11661
"11639",200900,-118.02,33.81,34,2227,641,5.1155,"<1H OCEAN",5.43213728549142,0.176335439402642,3.47425897035881,11662
"11640",220700,-118.02,33.86,26,1290,394,5.6677,"<1H OCEAN",5.94416243654822,0.163535439795047,3.2741116751269,11663
"11641",213000,-118.02,33.85,31,1030,353,5.3416,"<1H OCEAN",5.44475920679887,0.171175858480749,2.91784702549575,11664
"11642",203700,-118.03,33.85,30,1434,452,4.0865,"<1H OCEAN",5.13274336283186,0.193103448275862,3.17256637168142,11665
"11644",209300,-118.01,33.85,29,1265,400,3.8864,"<1H OCEAN",5.16,0.21656976744186,3.1625,11667
"11645",195200,-118.01,33.85,29,2396,640,4.6326,"<1H OCEAN",4.7828125,0.199934661875204,3.74375,11668
"11646",188000,-118,33.85,34,575,206,4.5083,"<1H OCEAN",5.23300970873786,0.190166975881262,2.79126213592233,11669
"11647",194200,-118.01,33.86,29,1218,402,3.4306,"<1H OCEAN",5.73880597014925,0.195925444299957,3.02985074626866,11670
"11648",202100,-118.01,33.84,28,2112,803,4.5,"<1H OCEAN",5.10211706102117,0.204539907249207,2.63013698630137,11671
"11651",226400,-118.03,33.84,30,2568,797,5.4746,"<1H OCEAN",5.99874529485571,0.173813009830579,3.22208281053952,11674
"11653",212600,-117.99,33.85,34,957,304,4.9777,"<1H OCEAN",6.40789473684211,0.157084188911704,3.14802631578947,11676
"11654",197200,-118,33.85,33,1154,405,4.0455,"<1H OCEAN",5.06913580246914,0.203604481246956,2.84938271604938,11677
"11655",203000,-118,33.86,32,563,178,3.875,"<1H OCEAN",6.52808988764045,0.168674698795181,3.16292134831461,11678
"11656",192600,-117.99,33.85,35,949,276,5.2548,"<1H OCEAN",6.01811594202899,0.163756773028296,3.43840579710145,11679
"11663",269600,-118.01,33.88,19,1088,341,3.369,"<1H OCEAN",4.20527859237537,0.272663877266388,3.19061583577713,11686
"11664",159400,-117.99,33.88,15,1261,527,4.2422,"<1H OCEAN",4.36053130929791,0.246736292428198,2.39278937381404,11687
"11665",161100,-117.99,33.88,42,986,314,3.9559,"<1H OCEAN",4.65286624203822,0.206707734428474,3.14012738853503,11688
"11666",170800,-118,33.88,18,2276,649,2.735,"<1H OCEAN",4.04930662557781,0.273972602739726,3.50693374422188,11689
"11668",165600,-118,33.87,13,1356,462,2.95,"<1H OCEAN",4.51515151515152,0.2607861936721,2.93506493506493,11691
"11669",217000,-117.99,33.87,17,1662,535,3.0147,"<1H OCEAN",4.36261682242991,0.230077120822622,3.10654205607477,11692
"11670",161900,-117.99,33.87,34,869,291,3.59,"<1H OCEAN",4.25773195876289,0.247780468119451,2.98625429553265,11693
"11671",176100,-117.99,33.86,20,1607,564,2.9,"<1H OCEAN",4.08333333333333,0.265740338688667,2.84929078014184,11694
